2023-06-10 01:45:21,673 INFO    StreamThr :65442 [internal.py:wandb_internal():86] W&B internal server running at pid: 65442, started at: 2023-06-10 01:45:21.668833
2023-06-10 01:45:21,678 DEBUG   HandlerThread:65442 [handler.py:handle_request():144] handle_request: status
2023-06-10 01:45:21,678 INFO    WriterThread:65442 [datastore.py:open_for_write():85] open: /Users/sjabbireddy/mlops-project/wandb/run-20230610_014521-e5qo04k4/run-e5qo04k4.wandb
2023-06-10 01:45:21,684 DEBUG   SenderThread:65442 [sender.py:send():369] send: header
2023-06-10 01:45:21,712 DEBUG   SenderThread:65442 [sender.py:send():369] send: run
2023-06-10 01:45:21,946 INFO    SenderThread:65442 [dir_watcher.py:__init__():211] watching files in: /Users/sjabbireddy/mlops-project/wandb/run-20230610_014521-e5qo04k4/files
2023-06-10 01:45:21,946 INFO    SenderThread:65442 [sender.py:_start_run_threads():1100] run started: e5qo04k4 with start time 1686379521.666938
2023-06-10 01:45:21,950 DEBUG   SenderThread:65442 [sender.py:send_request():396] send_request: summary_record
2023-06-10 01:45:21,950 INFO    SenderThread:65442 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-10 01:45:21,953 DEBUG   HandlerThread:65442 [handler.py:handle_request():144] handle_request: check_version
2023-06-10 01:45:21,953 DEBUG   SenderThread:65442 [sender.py:send_request():396] send_request: check_version
2023-06-10 01:45:22,037 DEBUG   HandlerThread:65442 [handler.py:handle_request():144] handle_request: run_start
2023-06-10 01:45:22,039 DEBUG   HandlerThread:65442 [system_info.py:__init__():31] System info init
2023-06-10 01:45:22,039 DEBUG   HandlerThread:65442 [system_info.py:__init__():46] System info init done
2023-06-10 01:45:22,039 INFO    HandlerThread:65442 [system_monitor.py:start():181] Starting system monitor
2023-06-10 01:45:22,039 INFO    SystemMonitor:65442 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-10 01:45:22,039 INFO    HandlerThread:65442 [system_monitor.py:probe():201] Collecting system info
2023-06-10 01:45:22,040 INFO    SystemMonitor:65442 [interfaces.py:start():190] Started cpu monitoring
2023-06-10 01:45:22,040 DEBUG   HandlerThread:65442 [system_info.py:probe():195] Probing system
2023-06-10 01:45:22,040 INFO    SystemMonitor:65442 [interfaces.py:start():190] Started disk monitoring
2023-06-10 01:45:22,040 INFO    SystemMonitor:65442 [interfaces.py:start():190] Started gpuapple monitoring
2023-06-10 01:45:22,042 INFO    SystemMonitor:65442 [interfaces.py:start():190] Started memory monitoring
2023-06-10 01:45:22,043 INFO    SystemMonitor:65442 [interfaces.py:start():190] Started network monitoring
2023-06-10 01:45:22,045 DEBUG   HandlerThread:65442 [system_info.py:_probe_git():180] Probing git
2023-06-10 01:45:22,076 DEBUG   HandlerThread:65442 [system_info.py:_probe_git():188] Probing git done
2023-06-10 01:45:22,076 DEBUG   HandlerThread:65442 [system_info.py:probe():240] Probing system done
2023-06-10 01:45:22,077 DEBUG   HandlerThread:65442 [system_monitor.py:probe():210] {'os': 'macOS-13.4-arm64-arm-64bit', 'python': '3.10.0', 'heartbeatAt': '2023-06-10T06:45:22.040285', 'startedAt': '2023-06-10T06:45:21.654671', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/srujanreddyj/mlops-project.git', 'commit': '346f619558218954fed04fdc3c6990123b83dcd9'}, 'email': 'jsrujanreddy@gmail.com', 'root': '/Users/sjabbireddy/mlops-project', 'host': 'W2N6QX6RWR', 'username': 'sjabbireddy', 'executable': '/Users/sjabbireddy/.pyenv/versions/3.10.0/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 460.4317207336426, 'used': 8.443897247314453}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 32.0}}
2023-06-10 01:45:22,077 INFO    HandlerThread:65442 [system_monitor.py:probe():211] Finished collecting system info
2023-06-10 01:45:22,077 INFO    HandlerThread:65442 [system_monitor.py:probe():214] Publishing system info
2023-06-10 01:45:22,077 DEBUG   HandlerThread:65442 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-10 01:45:22,077 DEBUG   HandlerThread:65442 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-10 01:45:22,077 INFO    HandlerThread:65442 [system_monitor.py:probe():216] Finished publishing system info
2023-06-10 01:45:22,078 DEBUG   SenderThread:65442 [sender.py:send():369] send: files
2023-06-10 01:45:22,078 INFO    SenderThread:65442 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-06-10 01:45:22,086 DEBUG   HandlerThread:65442 [handler.py:handle_request():144] handle_request: stop_status
2023-06-10 01:45:22,087 DEBUG   SenderThread:65442 [sender.py:send():369] send: telemetry
2023-06-10 01:45:22,087 DEBUG   SenderThread:65442 [sender.py:send_request():396] send_request: stop_status
2023-06-10 01:45:22,540 INFO    wandb-upload_0:65442 [upload_job.py:push():133] Uploaded file /var/folders/lt/lwh95s7519lckh62dtd3s00m0000gp/T/tmphho8lrrkwandb/1s25544c-wandb-metadata.json
2023-06-10 01:45:22,950 INFO    Thread-40 :65442 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sjabbireddy/mlops-project/wandb/run-20230610_014521-e5qo04k4/files/wandb-summary.json
2023-06-10 01:45:22,951 INFO    Thread-40 :65442 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sjabbireddy/mlops-project/wandb/run-20230610_014521-e5qo04k4/files/wandb-metadata.json
2023-06-10 01:45:22,951 INFO    Thread-40 :65442 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/sjabbireddy/mlops-project/wandb/run-20230610_014521-e5qo04k4/files/requirements.txt
2023-06-10 01:45:24,904 DEBUG   HandlerThread:65442 [handler.py:handle_request():144] handle_request: log_artifact
2023-06-10 01:45:24,905 DEBUG   SenderThread:65442 [sender.py:send_request():396] send_request: log_artifact
2023-06-10 01:45:25,058 DEBUG   HandlerThread:65442 [handler.py:handle_request():144] handle_request: partial_history
2023-06-10 01:45:25,083 DEBUG   HandlerThread:65442 [handler.py:handle_request():144] handle_request: pause
2023-06-10 01:45:25,083 INFO    HandlerThread:65442 [handler.py:handle_request_pause():728] stopping system metrics thread or process
2023-06-10 01:45:25,083 INFO    HandlerThread:65442 [system_monitor.py:finish():190] Stopping system monitor
2023-06-10 01:45:25,083 DEBUG   SystemMonitor:65442 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-10 01:45:25,083 DEBUG   SystemMonitor:65442 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-10 01:45:25,083 DEBUG   SystemMonitor:65442 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-06-10 01:45:25,084 INFO    HandlerThread:65442 [interfaces.py:finish():202] Joined cpu monitor
2023-06-10 01:45:25,084 INFO    HandlerThread:65442 [interfaces.py:finish():202] Joined disk monitor
2023-06-10 01:45:25,644 INFO    HandlerThread:65442 [interfaces.py:finish():202] Joined gpuapple monitor
2023-06-10 01:45:25,644 INFO    HandlerThread:65442 [interfaces.py:finish():202] Joined memory monitor
2023-06-10 01:45:25,644 INFO    HandlerThread:65442 [interfaces.py:finish():202] Joined network monitor
